1,1
2,2
4,3
8,4
16,5
32,6
50,7
50,8
50,9
50,10
50,11
1,12
2,13
1,14
5,15
6,16
7,17
8,18
9,19
10,20
11,21
12,22
13,23
14,24
15,25
16,26
17,27
18,28
19,29
20,30
21,31
22,32
23,33
1,34
2,35
1,36
2,37
3,38
4,39
5,40
1,41
2,42
3,43
4,44
5,45
6,46
7,47
8,48
1,49
2,50
4,51
5,52
6,53
7,54
8,55
9,56
10,57
11,58
12,59
13,60
1,61
2,62
4,63
8,64
9,65
10,66
11,67
12,68
13,69
14,70
15,71
1,72
1,73
2,74
3,75
1,76
2,77
3,78
1,79
2,80
3,81
4,82
5,83
6,84
7,85
8,86
9,87
10,88
11,89
1,90
2,91
4,92
8,93
1,94
2,95
4,96
5,97
6,98
7,99
8,100
9,101
10,102
11,103
12,104
13,105
14,106
15,107
16,108
17,109
18,110
19,111
20,112
21,113
1,114
2,115
1,116
1,117
1,118
1,119
2,120
1,121
2,122
3,123
4,124
5,125
6,126
7,127
8,128
9,129
10,130
11,131
12,132
13,133
14,134
15,135
16,136
17,137
18,138
19,139
20,140
21,141
22,142
23,143
24,144
25,145
1,146
2,147
4,148
8,149
1,150
2,151
4,152
5,153
6,154
7,155
8,156
9,157
10,158
11,159
12,160
13,161
14,162
15,163
16,164
17,165
18,166
19,167
20,168
21,169
22,170
23,171
24,172
25,173
26,174
1,175
2,176
4,177
8,178
16,179
17,180
18,181
19,182
20,183
21,184
22,185
1,186
2,187
4,188
8,189
16,190
17,191
18,192
19,193
20,194
21,195
22,196
23,197
24,198
25,199
26,200
27,201
28,202
29,203
30,204
31,205
32,206
33,207
34,208
35,209
1,210
2,211
1,212
2,213
3,214
4,215
5,216
6,217
7,218
8,219
9,220
1,221
2,222
1,223
2,224
3,225
4,226
1,227
2,228
3,229
4,230
5,231
6,232
7,233
8,234
9,235
10,236
11,237
12,238
13,239
14,240
15,241
16,242
17,243
18,244
19,245
20,246
21,247
22,248
23,249
24,250
25,251
26,252
27,253
28,254
29,255
30,256
31,257
32,258
33,259
34,260
35,261
36,262
37,263
38,264
39,265
40,266
41,267
42,268
43,269
44,270
45,271
1,272
2,273
4,274
8,275
16,276
32,277
33,278
34,279
35,280
36,281
37,282
38,283
39,284
40,285
41,286
42,287
43,288
44,289
45,290
46,291
47,292
48,293
49,294
50,295
50,296
50,297
50,298
1,299
2,300
4,301
8,302
1,303
2,304
4,305
5,306
6,307
7,308
8,309
9,310
10,311
11,312
12,313
13,314
14,315
15,316
16,317
17,318
18,319
19,320
1,321
2,322
4,323
8,324
1,325
2,326
4,327
5,328
6,329
7,330
8,331
9,332
10,333
11,334
12,335
13,336
14,337
15,338
16,339
17,340
18,341
19,342
20,343
21,344
22,345
23,346
24,347
25,348
26,349
27,350
28,351
29,352
30,353
31,354
32,355
33,356
34,357
35,358
36,359
37,360
38,361
39,362
1,363
2,364
4,365
8,366
16,367
32,368
33,369
34,370
35,371
36,372
37,373
38,374
39,375
40,376
41,377
42,378
1,379
2,380
4,381
8,382
16,383
32,384
33,385
1,386
2,387
4,388
8,389
16,390
17,391
18,392
19,393
20,394
21,395
22,396
23,397
24,398
25,399
26,400
27,401
28,402
29,403
30,404
31,405
32,406
33,407
34,408
35,409
36,410
37,411
38,412
39,413
40,414
41,415
42,416
43,417
44,418
45,419
46,420
47,421
48,422
49,423
50,424
50,425
50,426
50,427
50,428
1,429
1,430
2,431
3,432
4,433
5,434
6,435
7,436
8,437
9,438
10,439
11,440
12,441
13,442
14,443
15,444
16,445
17,446
18,447
1,448
2,449
4,450
8,451
16,452
17,453
18,454
19,455
20,456
21,457
22,458
23,459
24,460
25,461
26,462
27,463
28,464
29,465
30,466
31,467
32,468
33,469
34,470
35,471
36,472
37,473
1,474
2,475
4,476
8,477
16,478
32,479
33,480
34,481
35,482
36,483
37,484
38,485
39,486
40,487
41,488
42,489
43,490
44,491
45,492
46,493
1,494
2,495
4,496
8,497
16,498
32,499
33,500
34,501
35,502
36,503
37,504
38,505
39,506
40,507
41,508
42,509
43,510
44,511
45,512
46,513
47,514
48,515
49,516
50,517
50,518
50,519
50,520
1,521
2,522
1,523
2,524
3,525
4,526
5,527
6,528
7,529
8,530
9,531
10,532
11,533
12,534
13,535
14,536
15,537
1,538
2,539
4,540
8,541
9,542
10,543
11,544
12,545
13,546
14,547
15,548
16,549
17,550
18,551
19,552
20,553
21,554
22,555
23,556
24,557
25,558
26,559
27,560
1,561
2,562
4,563
8,564
16,565
17,566
18,567
19,568
20,569
21,570
22,571
23,572
24,573
25,574
26,575
27,576
28,577
29,578
30,579
31,580
32,581
33,582
34,583
35,584
36,585
37,586
38,587
39,588
40,589
41,590
1,591
2,592
4,593
8,594
16,595
32,596
33,597
34,598
35,599
36,600
37,601
38,602
39,603
40,604
41,605
42,606
43,607
44,608
45,609
46,610
47,611
48,612
49,613
